shot_id,action_type,combined_shot_type,loc_x,loc_y,period,playoffs,season,shot_made_flag,shot_zone_area,shot_zone_basic,shot_zone_range,game_date,opponent,time_remaining,true_distance,3pt_goal,game_year,game_month,game_day,game_dayofweek,game_at_home
27198,Jump Shot,Jump Shot,-51,92,2,1,2002,0.0,Center(C),In The Paint (Non-RA),8-16 ft.,2003-05-07,SAS,22,10.5190303736,0,2003,5,7,2,0
27199,Jump Shot,Jump Shot,204,72,2,1,2002,0.0,Right Side(R),Mid-Range,16-24 ft.,2003-05-07,SAS,0,21.6333076528,0,2003,5,7,2,0
27200,Jump Shot,Jump Shot,5,66,3,1,2002,0.0,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2003-05-07,SAS,590,6.61891229735,0,2003,5,7,2,0
27201,Running Jump Shot,Jump Shot,-6,36,3,1,2002,1.0,Center(C),Restricted Area,Less Than 8 ft.,2003-05-07,SAS,384,3.64965751818,0,2003,5,7,2,0
27202,Jump Shot,Jump Shot,15,250,3,1,2002,0.0,Center(C),Above the Break 3,24+ ft.,2003-05-07,SAS,340,25.0449595727,1,2003,5,7,2,0
27203,Fadeaway Jump Shot,Jump Shot,-138,86,3,1,2002,0.0,Left Side(L),Mid-Range,16-24 ft.,2003-05-07,SAS,244,16.2603812993,0,2003,5,7,2,0
27204,Jump Shot,Jump Shot,233,31,3,1,2002,,Right Side(R),Right Corner 3,24+ ft.,2003-05-07,SAS,130,23.5053185471,1,2003,5,7,2,0
27205,Jump Shot,Jump Shot,202,151,3,1,2002,,Right Side Center(RC),Above the Break 3,24+ ft.,2003-05-07,SAS,103,25.2200317208,1,2003,5,7,2,0
27206,Jump Shot,Jump Shot,-228,28,3,1,2002,,Left Side(L),Left Corner 3,24+ ft.,2003-05-07,SAS,0,22.9712864246,1,2003,5,7,2,0
27207,Jump Shot,Jump Shot,-79,230,4,1,2002,,Left Side Center(LC),Above the Break 3,24+ ft.,2003-05-07,SAS,351,24.3189226735,1,2003,5,7,2,0
27208,Jump Shot,Jump Shot,-135,120,1,1,2002,0.0,Left Side Center(LC),Mid-Range,16-24 ft.,2003-05-09,SAS,705,18.0623918682,0,2003,5,9,4,1
27209,Turnaround Jump Shot,Jump Shot,117,5,1,1,2002,1.0,Right Side(R),Mid-Range,8-16 ft.,2003-05-09,SAS,604,11.7106788872,0,2003,5,9,4,1
27210,Fadeaway Jump Shot,Jump Shot,-138,118,1,1,2002,1.0,Left Side Center(LC),Mid-Range,16-24 ft.,2003-05-09,SAS,251,18.1570922782,0,2003,5,9,4,1
27211,Driving Finger Roll Shot,Layup,0,0,1,1,2002,1.0,Center(C),Restricted Area,Less Than 8 ft.,2003-05-09,SAS,138,0.0,0,2003,5,9,4,1
27212,Jump Shot,Jump Shot,-168,110,1,1,2002,0.0,Left Side(L),Mid-Range,16-24 ft.,2003-05-09,SAS,34,20.080836636,0,2003,5,9,4,1
27213,Jump Shot,Jump Shot,136,-11,2,1,2002,0.0,Right Side(R),Mid-Range,8-16 ft.,2003-05-09,SAS,687,13.6444127759,0,2003,5,9,4,1
27214,Turnaround Jump Shot,Jump Shot,141,10,2,1,2002,1.0,Right Side(R),Mid-Range,8-16 ft.,2003-05-09,SAS,557,14.1354165131,0,2003,5,9,4,1
27215,Jump Shot,Jump Shot,-192,166,2,1,2002,1.0,Left Side Center(LC),Above the Break 3,24+ ft.,2003-05-09,SAS,528,25.381095327,1,2003,5,9,4,1
27216,Jump Shot,Jump Shot,128,214,2,1,2002,,Right Side Center(RC),Above the Break 3,24+ ft.,2003-05-09,SAS,107,24.9359178696,1,2003,5,9,4,1
27217,Reverse Layup Shot,Layup,21,15,2,1,2002,0.0,Center(C),Restricted Area,Less Than 8 ft.,2003-05-09,SAS,115,2.58069758011,0,2003,5,9,4,1
27218,Layup Shot,Layup,0,0,3,1,2002,0.0,Center(C),Restricted Area,Less Than 8 ft.,2003-05-09,SAS,659,0.0,0,2003,5,9,4,1
27219,Jump Shot,Jump Shot,-227,10,3,1,2002,1.0,Left Side(L),Left Corner 3,24+ ft.,2003-05-09,SAS,653,22.7220157556,1,2003,5,9,4,1
27220,Layup Shot,Layup,0,0,3,1,2002,0.0,Center(C),Restricted Area,Less Than 8 ft.,2003-05-09,SAS,504,0.0,0,2003,5,9,4,1
27221,Layup Shot,Layup,0,0,3,1,2002,0.0,Center(C),Restricted Area,Less Than 8 ft.,2003-05-09,SAS,278,0.0,0,2003,5,9,4,1
27222,Jump Shot,Jump Shot,153,33,3,1,2002,0.0,Right Side(R),Mid-Range,8-16 ft.,2003-05-09,SAS,163,15.6518369529,0,2003,5,9,4,1
27223,Slam Dunk Shot,Dunk,0,0,3,1,2002,1.0,Center(C),Restricted Area,Less Than 8 ft.,2003-05-09,SAS,143,0.0,0,2003,5,9,4,1
27224,Jump Shot,Jump Shot,92,230,4,1,2002,0.0,Right Side Center(RC),Above the Break 3,24+ ft.,2003-05-09,SAS,688,24.7717581128,1,2003,5,9,4,1
27225,Layup Shot,Layup,0,0,4,1,2002,1.0,Center(C),Restricted Area,Less Than 8 ft.,2003-05-09,SAS,685,0.0,0,2003,5,9,4,1
27226,Slam Dunk Shot,Dunk,0,0,4,1,2002,1.0,Center(C),Restricted Area,Less Than 8 ft.,2003-05-09,SAS,664,0.0,0,2003,5,9,4,1
27227,Jump Shot,Jump Shot,6,79,4,1,2002,0.0,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2003-05-09,SAS,557,7.92275204711,0,2003,5,9,4,1
27228,Jump Shot,Jump Shot,-158,107,4,1,2002,0.0,Left Side(L),Mid-Range,16-24 ft.,2003-05-09,SAS,498,19.0821906499,0,2003,5,9,4,1
27229,Layup Shot,Layup,0,0,4,1,2002,0.0,Center(C),Restricted Area,Less Than 8 ft.,2003-05-09,SAS,435,0.0,0,2003,5,9,4,1
27230,Jump Shot,Jump Shot,-186,7,4,1,2002,,Left Side(L),Mid-Range,16-24 ft.,2003-05-09,SAS,224,18.6131673823,0,2003,5,9,4,1
27231,Jump Shot,Jump Shot,-168,-29,1,1,2002,0.0,Left Side(L),Mid-Range,16-24 ft.,2003-05-11,SAS,640,17.048460341,0,2003,5,11,6,1
27232,Jump Shot,Jump Shot,112,233,1,1,2002,1.0,Right Side Center(RC),Above the Break 3,24+ ft.,2003-05-11,SAS,579,25.8520792201,1,2003,5,11,6,1
27233,Jump Shot,Jump Shot,140,158,1,1,2002,1.0,Right Side Center(RC),Mid-Range,16-24 ft.,2003-05-11,SAS,538,21.1101871143,0,2003,5,11,6,1
27234,Jump Shot,Jump Shot,-74,45,1,1,2002,,Left Side(L),In The Paint (Non-RA),8-16 ft.,2003-05-11,SAS,515,8.66083136887,0,2003,5,11,6,1
27235,Layup Shot,Layup,0,0,1,1,2002,0.0,Center(C),Restricted Area,Less Than 8 ft.,2003-05-11,SAS,511,0.0,0,2003,5,11,6,1
27236,Jump Shot,Jump Shot,149,209,1,1,2002,0.0,Right Side Center(RC),Above the Break 3,24+ ft.,2003-05-11,SAS,463,25.6674891643,1,2003,5,11,6,1
27237,Running Jump Shot,Jump Shot,-71,20,1,1,2002,1.0,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2003-05-11,SAS,342,7.37631344236,0,2003,5,11,6,1
27238,Jump Shot,Jump Shot,-140,-11,1,1,2002,1.0,Left Side(L),Mid-Range,8-16 ft.,2003-05-11,SAS,290,14.0431477953,0,2003,5,11,6,1
27239,Jump Shot,Jump Shot,94,49,2,1,2002,0.0,Right Side(R),Mid-Range,8-16 ft.,2003-05-11,SAS,686,10.6004716876,0,2003,5,11,6,1
27240,Jump Shot,Jump Shot,174,122,2,1,2002,1.0,Right Side(R),Mid-Range,16-24 ft.,2003-05-11,SAS,659,21.2508823346,0,2003,5,11,6,1
27241,Jump Shot,Jump Shot,39,204,2,1,2002,,Center(C),Mid-Range,16-24 ft.,2003-05-11,SAS,626,20.7694487168,0,2003,5,11,6,1
27242,Jump Shot,Jump Shot,-8,202,2,1,2002,0.0,Center(C),Mid-Range,16-24 ft.,2003-05-11,SAS,558,20.2158353772,0,2003,5,11,6,1
27243,Jump Shot,Jump Shot,-149,95,2,1,2002,0.0,Left Side(L),Mid-Range,16-24 ft.,2003-05-11,SAS,449,17.6708800007,0,2003,5,11,6,1
27244,Jump Shot,Jump Shot,-97,105,3,1,2002,0.0,Left Side(L),Mid-Range,8-16 ft.,2003-05-11,SAS,556,14.2947542826,0,2003,5,11,6,1
27245,Jump Shot,Jump Shot,-20,186,3,1,2002,0.0,Center(C),Mid-Range,16-24 ft.,2003-05-11,SAS,390,18.7072178584,0,2003,5,11,6,1
27246,Driving Layup Shot,Layup,0,0,3,1,2002,1.0,Center(C),Restricted Area,Less Than 8 ft.,2003-05-11,SAS,279,0.0,0,2003,5,11,6,1
27247,Jump Shot,Jump Shot,21,260,3,1,2002,0.0,Center(C),Above the Break 3,24+ ft.,2003-05-11,SAS,252,26.0846698273,1,2003,5,11,6,1
27248,Running Jump Shot,Jump Shot,-3,64,3,1,2002,1.0,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2003-05-11,SAS,215,6.40702739186,0,2003,5,11,6,1
27249,Slam Dunk Shot,Dunk,0,0,3,1,2002,,Center(C),Restricted Area,Less Than 8 ft.,2003-05-11,SAS,153,0.0,0,2003,5,11,6,1
27250,Layup Shot,Layup,0,0,4,1,2002,0.0,Center(C),Restricted Area,Less Than 8 ft.,2003-05-11,SAS,434,0.0,0,2003,5,11,6,1
27251,Jump Shot,Jump Shot,20,71,4,1,2002,,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2003-05-11,SAS,408,7.37631344236,0,2003,5,11,6,1
27252,Running Jump Shot,Jump Shot,80,5,4,1,2002,,Right Side(R),In The Paint (Non-RA),8-16 ft.,2003-05-11,SAS,313,8.01560977094,0,2003,5,11,6,1
27253,Driving Layup Shot,Layup,0,0,4,1,2002,1.0,Center(C),Restricted Area,Less Than 8 ft.,2003-05-11,SAS,186,0.0,0,2003,5,11,6,1
27254,Jump Shot,Jump Shot,-200,174,4,1,2002,0.0,Left Side Center(LC),Above the Break 3,24+ ft.,2003-05-11,SAS,148,26.5096208951,1,2003,5,11,6,1
27255,Reverse Layup Shot,Layup,0,10,1,1,2002,1.0,Center(C),Restricted Area,Less Than 8 ft.,2003-05-13,SAS,644,1.0,0,2003,5,13,1,0
27256,Driving Layup Shot,Layup,-10,5,1,1,2002,,Center(C),Restricted Area,Less Than 8 ft.,2003-05-13,SAS,446,1.11803398875,0,2003,5,13,1,0
27257,Turnaround Jump Shot,Jump Shot,-72,110,1,1,2002,,Left Side(L),In The Paint (Non-RA),8-16 ft.,2003-05-13,SAS,364,13.1468627436,0,2003,5,13,1,0
27258,Jump Shot,Jump Shot,-100,166,1,1,2002,0.0,Left Side Center(LC),Mid-Range,16-24 ft.,2003-05-13,SAS,272,19.3793704748,0,2003,5,13,1,0
27259,Driving Layup Shot,Layup,-3,12,1,1,2002,1.0,Center(C),Restricted Area,Less Than 8 ft.,2003-05-13,SAS,129,1.23693168769,0,2003,5,13,1,0
27260,Jump Shot,Jump Shot,120,137,1,1,2002,1.0,Right Side Center(RC),Mid-Range,16-24 ft.,2003-05-13,SAS,62,18.2123584415,0,2003,5,13,1,0
27261,Jump Shot,Jump Shot,172,79,1,1,2002,0.0,Right Side(R),Mid-Range,16-24 ft.,2003-05-13,SAS,24,18.9274932307,0,2003,5,13,1,0
27262,Jump Shot,Jump Shot,120,5,2,1,2002,0.0,Right Side(R),Mid-Range,8-16 ft.,2003-05-13,SAS,701,12.0104121495,0,2003,5,13,1,0
27263,Jump Shot,Jump Shot,-28,31,2,1,2002,,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2003-05-13,SAS,635,4.17731971484,0,2003,5,13,1,0
27264,Jump Shot,Jump Shot,167,61,2,1,2002,0.0,Right Side(R),Mid-Range,16-24 ft.,2003-05-13,SAS,452,17.7792013319,0,2003,5,13,1,0
27265,Jump Shot,Jump Shot,161,41,2,1,2002,1.0,Right Side(R),Mid-Range,16-24 ft.,2003-05-13,SAS,397,16.6138496442,0,2003,5,13,1,0
27266,Jump Shot,Jump Shot,110,150,2,1,2002,0.0,Right Side Center(RC),Mid-Range,16-24 ft.,2003-05-13,SAS,62,18.6010752377,0,2003,5,13,1,0
27267,Driving Layup Shot,Layup,-8,8,3,1,2002,1.0,Center(C),Restricted Area,Less Than 8 ft.,2003-05-13,SAS,624,1.1313708499,0,2003,5,13,1,0
27268,Jump Shot,Jump Shot,77,169,3,1,2002,,Right Side Center(RC),Mid-Range,16-24 ft.,2003-05-13,SAS,497,18.5714835164,0,2003,5,13,1,0
27269,Jump Shot,Jump Shot,-102,224,3,1,2002,,Left Side Center(LC),Above the Break 3,24+ ft.,2003-05-13,SAS,158,24.6130046926,1,2003,5,13,1,0
27270,Jump Shot,Jump Shot,-72,41,3,1,2002,0.0,Left Side(L),In The Paint (Non-RA),8-16 ft.,2003-05-13,SAS,47,8.28552955459,0,2003,5,13,1,0
27271,Jump Shot,Jump Shot,-204,137,3,1,2002,1.0,Left Side Center(LC),Above the Break 3,24+ ft.,2003-05-13,SAS,32,24.5733595587,1,2003,5,13,1,0
27272,Jump Shot,Jump Shot,227,35,3,1,2002,1.0,Right Side(R),Right Corner 3,24+ ft.,2003-05-13,SAS,1,22.9682389399,1,2003,5,13,1,0
27273,Jump Shot,Jump Shot,-49,-13,4,1,2002,0.0,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2003-05-13,SAS,676,5.06951674225,0,2003,5,13,1,0
27274,Jump Shot,Jump Shot,-3,255,4,1,2002,0.0,Center(C),Above the Break 3,24+ ft.,2003-05-13,SAS,646,25.5017646448,1,2003,5,13,1,0
27275,Driving Layup Shot,Layup,3,12,4,1,2002,1.0,Center(C),Restricted Area,Less Than 8 ft.,2003-05-13,SAS,624,1.23693168769,0,2003,5,13,1,0
27276,Jump Shot,Jump Shot,136,207,4,1,2002,,Right Side Center(RC),Above the Break 3,24+ ft.,2003-05-13,SAS,560,24.7679228035,1,2003,5,13,1,0
27277,Jump Shot,Jump Shot,-75,233,4,1,2002,0.0,Center(C),Above the Break 3,24+ ft.,2003-05-13,SAS,527,24.4773364564,1,2003,5,13,1,0
27278,Jump Shot,Jump Shot,-189,187,4,1,2002,0.0,Left Side Center(LC),Above the Break 3,24+ ft.,2003-05-13,SAS,488,26.5875910906,1,2003,5,13,1,0
27279,Reverse Layup Shot,Layup,-10,10,4,1,2002,,Center(C),Restricted Area,Less Than 8 ft.,2003-05-13,SAS,383,1.41421356237,0,2003,5,13,1,0
27280,Jump Shot,Jump Shot,232,-8,4,1,2002,1.0,Right Side(R),Right Corner 3,24+ ft.,2003-05-13,SAS,350,23.2137890057,1,2003,5,13,1,0
27281,Jump Shot,Jump Shot,-174,184,4,1,2002,1.0,Left Side Center(LC),Above the Break 3,24+ ft.,2003-05-13,SAS,233,25.3242966339,1,2003,5,13,1,0
27282,Running Jump Shot,Jump Shot,46,31,4,1,2002,0.0,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2003-05-13,SAS,163,5.54707129934,0,2003,5,13,1,0
27283,Jump Shot,Jump Shot,105,243,4,1,2002,0.0,Right Side Center(RC),Above the Break 3,24+ ft.,2003-05-13,SAS,127,26.4714941021,1,2003,5,13,1,0
27284,Jump Shot,Jump Shot,61,31,4,1,2002,1.0,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2003-05-13,SAS,112,6.84251415782,0,2003,5,13,1,0
27285,Jump Shot,Jump Shot,-186,169,4,1,2002,1.0,Left Side Center(LC),Above the Break 3,24+ ft.,2003-05-13,SAS,49,25.131056484,1,2003,5,13,1,0
27286,Driving Layup Shot,Layup,0,0,1,1,2002,1.0,Center(C),Restricted Area,Less Than 8 ft.,2003-05-15,SAS,527,0.0,0,2003,5,15,3,1
27287,Reverse Layup Shot,Layup,0,0,1,1,2002,1.0,Center(C),Restricted Area,Less Than 8 ft.,2003-05-15,SAS,497,0.0,0,2003,5,15,3,1
27288,Driving Layup Shot,Layup,0,0,1,1,2002,,Center(C),Restricted Area,Less Than 8 ft.,2003-05-15,SAS,175,0.0,0,2003,5,15,3,1
27289,Jump Shot,Jump Shot,-69,137,1,1,2002,0.0,Center(C),In The Paint (Non-RA),8-16 ft.,2003-05-15,SAS,96,15.339491517,0,2003,5,15,3,1
27290,Jump Shot,Jump Shot,67,250,1,1,2002,1.0,Center(C),Above the Break 3,24+ ft.,2003-05-15,SAS,28,25.8822332885,1,2003,5,15,3,1
27291,Driving Layup Shot,Layup,0,0,2,1,2002,1.0,Center(C),Restricted Area,Less Than 8 ft.,2003-05-15,SAS,259,0.0,0,2003,5,15,3,1
27292,Jump Shot,Jump Shot,192,10,2,1,2002,1.0,Right Side(R),Mid-Range,16-24 ft.,2003-05-15,SAS,213,19.2260240299,0,2003,5,15,3,1
27293,Fadeaway Jump Shot,Jump Shot,115,125,3,1,2002,1.0,Right Side Center(RC),Mid-Range,16-24 ft.,2003-05-15,SAS,637,16.9852877515,0,2003,5,15,3,1
27294,Jump Shot,Jump Shot,75,45,3,1,2002,0.0,Right Side(R),In The Paint (Non-RA),8-16 ft.,2003-05-15,SAS,604,8.74642784227,0,2003,5,15,3,1
27295,Jump Shot,Jump Shot,24,66,3,1,2002,,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2003-05-15,SAS,450,7.02281994643,0,2003,5,15,3,1
27296,Jump Shot,Jump Shot,-131,66,3,1,2002,0.0,Left Side(L),Mid-Range,8-16 ft.,2003-05-15,SAS,329,14.668674105,0,2003,5,15,3,1
27297,Jump Shot,Jump Shot,-240,7,3,1,2002,1.0,Left Side(L),Left Corner 3,24+ ft.,2003-05-15,SAS,7,24.0102061632,1,2003,5,15,3,1
27298,Jump Shot,Jump Shot,-95,84,4,1,2002,0.0,Left Side(L),Mid-Range,8-16 ft.,2003-05-15,SAS,588,12.6810882814,0,2003,5,15,3,1
27299,Layup Shot,Layup,0,0,4,1,2002,,Center(C),Restricted Area,Less Than 8 ft.,2003-05-15,SAS,529,0.0,0,2003,5,15,3,1
27300,Jump Shot,Jump Shot,39,263,4,1,2002,0.0,Center(C),Above the Break 3,24+ ft.,2003-05-15,SAS,428,26.5875910906,1,2003,5,15,3,1
27301,Jump Shot,Jump Shot,18,59,4,1,2002,0.0,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2003-05-15,SAS,346,6.16846820532,0,2003,5,15,3,1
27302,Jump Shot,Jump Shot,-174,184,4,1,2002,,Left Side Center(LC),Above the Break 3,24+ ft.,2003-05-15,SAS,287,25.3242966339,1,2003,5,15,3,1
27303,Running Jump Shot,Jump Shot,56,58,4,1,2002,1.0,Right Side(R),In The Paint (Non-RA),8-16 ft.,2003-05-15,SAS,265,8.0622577483,0,2003,5,15,3,1
27304,Jump Shot,Jump Shot,154,197,4,1,2002,,Right Side Center(RC),Above the Break 3,24+ ft.,2003-05-15,SAS,216,25.0049995001,1,2003,5,15,3,1
27305,Fadeaway Jump Shot,Jump Shot,205,18,2,1,2003,1.0,Right Side(R),Mid-Range,16-24 ft.,2004-04-17,HOU,161,20.5788726611,0,2004,4,17,5,1
27306,Jump Shot,Jump Shot,-149,23,3,1,2003,0.0,Left Side(L),Mid-Range,8-16 ft.,2004-04-17,HOU,644,15.0764717358,0,2004,4,17,5,1
27307,Jump Shot,Jump Shot,-148,-16,3,1,2003,0.0,Left Side(L),Mid-Range,8-16 ft.,2004-04-17,HOU,461,14.8862352527,0,2004,4,17,5,1
27308,Jump Shot,Jump Shot,-235,58,3,1,2003,1.0,Left Side(L),Left Corner 3,24+ ft.,2004-04-17,HOU,232,24.2051647381,1,2004,4,17,5,1
27309,Jump Shot,Jump Shot,172,79,3,1,2003,0.0,Right Side(R),Mid-Range,16-24 ft.,2004-04-17,HOU,151,18.9274932307,0,2004,4,17,5,1
27310,Jump Shot,Jump Shot,222,15,3,1,2003,0.0,Right Side(R),Right Corner 3,24+ ft.,2004-04-17,HOU,117,22.2506179689,1,2004,4,17,5,1
27311,Jump Shot,Jump Shot,115,173,3,1,2003,1.0,Right Side Center(RC),Mid-Range,16-24 ft.,2004-04-17,HOU,54,20.7735408633,0,2004,4,17,5,1
27312,Jump Shot,Jump Shot,140,611,3,1,2003,0.0,Back Court(BC),Backcourt,Back Court Shot,2004-04-17,HOU,0,62.6834108836,1,2004,4,17,5,1
27313,Jump Shot,Jump Shot,77,143,4,1,2003,0.0,Right Side Center(RC),Mid-Range,16-24 ft.,2004-04-17,HOU,708,16.2413053663,0,2004,4,17,5,1
27314,Jump Shot,Jump Shot,-52,45,4,1,2003,0.0,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2004-04-17,HOU,620,6.87677249878,0,2004,4,17,5,1
27315,Jump Shot,Jump Shot,80,140,4,1,2003,0.0,Right Side Center(RC),Mid-Range,16-24 ft.,2004-04-17,HOU,582,16.1245154966,0,2004,4,17,5,1
27316,Running Jump Shot,Jump Shot,-87,12,4,1,2003,,Left Side(L),Mid-Range,8-16 ft.,2004-04-17,HOU,482,8.78236870098,0,2004,4,17,5,1
27317,Jump Shot,Jump Shot,-141,28,4,1,2003,0.0,Left Side(L),Mid-Range,8-16 ft.,2004-04-17,HOU,424,14.3753260833,0,2004,4,17,5,1
27318,Jump Shot,Jump Shot,140,-13,4,1,2003,,Right Side(R),Mid-Range,8-16 ft.,2004-04-17,HOU,352,14.0602275942,0,2004,4,17,5,1
27319,Jump Shot,Jump Shot,20,135,4,1,2003,0.0,Center(C),In The Paint (Non-RA),8-16 ft.,2004-04-17,HOU,308,13.647344064,0,2004,4,17,5,1
27320,Jump Shot,Jump Shot,-46,63,4,1,2003,0.0,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2004-04-17,HOU,304,7.8006409993,0,2004,4,17,5,1
27321,Jump Shot,Jump Shot,-140,153,4,1,2003,0.0,Left Side Center(LC),Mid-Range,16-24 ft.,2004-04-17,HOU,167,20.7386113325,0,2004,4,17,5,1
27322,Jump Shot,Jump Shot,-100,145,4,1,2003,0.0,Left Side Center(LC),Mid-Range,16-24 ft.,2004-04-17,HOU,110,17.6139149538,0,2004,4,17,5,1
27323,Jump Shot,Jump Shot,-218,155,4,1,2003,0.0,Left Side Center(LC),Above the Break 3,24+ ft.,2004-04-17,HOU,17,26.7486448255,1,2004,4,17,5,1
27324,Jump Shot,Jump Shot,-235,-23,1,1,2003,0.0,Left Side(L),Left Corner 3,24+ ft.,2004-04-19,HOU,636,23.6122849381,1,2004,4,19,0,1
27325,Layup Shot,Layup,0,0,1,1,2003,1.0,Center(C),Restricted Area,Less Than 8 ft.,2004-04-19,HOU,583,0.0,0,2004,4,19,0,1
27326,Reverse Layup Shot,Layup,0,0,1,1,2003,1.0,Center(C),Restricted Area,Less Than 8 ft.,2004-04-19,HOU,464,0.0,0,2004,4,19,0,1
27327,Jump Shot,Jump Shot,-13,86,1,1,2003,0.0,Center(C),In The Paint (Non-RA),8-16 ft.,2004-04-19,HOU,290,8.69770084563,0,2004,4,19,0,1
27328,Jump Bank Shot,Jump Shot,98,46,2,1,2003,1.0,Right Side(R),Mid-Range,8-16 ft.,2004-04-19,HOU,571,10.8258948822,0,2004,4,19,0,1
27329,Jump Shot,Jump Shot,-6,118,2,1,2003,0.0,Center(C),In The Paint (Non-RA),8-16 ft.,2004-04-19,HOU,273,11.8152443902,0,2004,4,19,0,1
27330,Jump Shot,Jump Shot,82,156,2,1,2003,,Right Side Center(RC),Mid-Range,16-24 ft.,2004-04-19,HOU,245,17.62384748,0,2004,4,19,0,1
27331,Jump Shot,Jump Shot,-49,58,3,1,2003,1.0,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2004-04-19,HOU,701,7.59275970909,0,2004,4,19,0,1
27332,Jump Shot,Jump Shot,-158,53,3,1,2003,0.0,Left Side(L),Mid-Range,16-24 ft.,2004-04-19,HOU,666,16.6652332717,0,2004,4,19,0,1
27333,Turnaround Jump Shot,Jump Shot,125,68,3,1,2003,,Right Side(R),Mid-Range,8-16 ft.,2004-04-19,HOU,615,14.2298981022,0,2004,4,19,0,1
27334,Jump Shot,Jump Shot,223,17,3,1,2003,0.0,Right Side(R),Right Corner 3,24+ ft.,2004-04-19,HOU,506,22.3647043352,1,2004,4,19,0,1
27335,Jump Shot,Jump Shot,-232,0,3,1,2003,,Left Side(L),Left Corner 3,24+ ft.,2004-04-19,HOU,475,23.2,1,2004,4,19,0,1
27336,Finger Roll Shot,Layup,0,0,3,1,2003,0.0,Center(C),Restricted Area,Less Than 8 ft.,2004-04-19,HOU,459,0.0,0,2004,4,19,0,1
27337,Turnaround Jump Shot,Jump Shot,-48,46,3,1,2003,1.0,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2004-04-19,HOU,427,6.64830805544,0,2004,4,19,0,1
27338,Jump Shot,Jump Shot,-107,105,3,1,2003,0.0,Left Side(L),Mid-Range,8-16 ft.,2004-04-19,HOU,155,14.9913308282,0,2004,4,19,0,1
27339,Jump Shot,Jump Shot,-187,36,3,1,2003,,Left Side(L),Mid-Range,16-24 ft.,2004-04-19,HOU,92,19.0433715502,0,2004,4,19,0,1
27340,Jump Shot,Jump Shot,194,141,3,1,2003,1.0,Right Side Center(RC),Above the Break 3,24+ ft.,2004-04-19,HOU,15,23.9827020996,1,2004,4,19,0,1
27341,Finger Roll Shot,Layup,0,0,4,1,2003,,Center(C),Restricted Area,Less Than 8 ft.,2004-04-19,HOU,660,0.0,0,2004,4,19,0,1
27342,Jump Shot,Jump Shot,-222,120,4,1,2003,,Left Side Center(LC),Above the Break 3,24+ ft.,2004-04-19,HOU,450,25.2356890138,1,2004,4,19,0,1
27343,Jump Shot,Jump Shot,44,255,4,1,2003,1.0,Center(C),Above the Break 3,24+ ft.,2004-04-19,HOU,140,25.8768236072,1,2004,4,19,0,1
27344,Fadeaway Jump Shot,Jump Shot,-61,36,1,1,2003,0.0,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2004-04-23,HOU,701,7.08307842679,0,2004,4,23,4,0
27345,Fadeaway Jump Shot,Jump Shot,-87,91,1,1,2003,,Left Side(L),Mid-Range,8-16 ft.,2004-04-23,HOU,221,12.589678312,0,2004,4,23,4,0
27346,Jump Bank Shot,Jump Shot,-100,71,1,1,2003,0.0,Left Side(L),Mid-Range,8-16 ft.,2004-04-23,HOU,185,12.2641754717,0,2004,4,23,4,0
27347,Fadeaway Jump Shot,Jump Shot,141,100,1,1,2003,,Right Side(R),Mid-Range,16-24 ft.,2004-04-23,HOU,128,17.2861216009,0,2004,4,23,4,0
27348,Dunk Shot,Dunk,0,0,2,1,2003,1.0,Center(C),Restricted Area,Less Than 8 ft.,2004-04-23,HOU,416,0.0,0,2004,4,23,4,0
27349,Turnaround Jump Shot,Jump Shot,-115,28,2,1,2003,0.0,Left Side(L),Mid-Range,8-16 ft.,2004-04-23,HOU,369,11.8359621493,0,2004,4,23,4,0
27350,Jump Shot,Jump Shot,-107,86,2,1,2003,1.0,Left Side(L),Mid-Range,8-16 ft.,2004-04-23,HOU,224,13.7277092044,0,2004,4,23,4,0
27351,Driving Layup Shot,Layup,0,0,2,1,2003,0.0,Center(C),Restricted Area,Less Than 8 ft.,2004-04-23,HOU,182,0.0,0,2004,4,23,4,0
27352,Tip Shot,Tip Shot,0,0,2,1,2003,1.0,Center(C),Restricted Area,Less Than 8 ft.,2004-04-23,HOU,181,0.0,0,2004,4,23,4,0
27353,Fadeaway Jump Shot,Jump Shot,80,123,2,1,2003,0.0,Right Side(R),In The Paint (Non-RA),8-16 ft.,2004-04-23,HOU,56,14.6727638841,0,2004,4,23,4,0
